1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
2021/06/03 6:44:48 pm EET,nicht immer,,,,,,,,,,"ich erwarte nichts, ich mache es ausschließlich für die Umwelt",bis zu einer Woche,Die Möglichkeit eine bestimmte Lieferung die für mich zeitlich wichtig ist davon auszunehmen muss einfach möglich sein.,2,3,4,5,1,Sendungen an mich sind oft >2kg; mit dem Rolli in Bus&Bahn zur Packstation und dort die Sendung nicht aus einem der oberen Fächer bekommen macht man nur ein einziges Mal; alles andere ist aber akzeptabel.,brauche ich nicht,männlich,46-55,,01-Feb,44,städtisch,Facebook;andere Social Media
2021/06/03 6:50:36 pm EET,ja,keine weitere Gebühr,"Wieso eine Extragebühr zahlen, wenn der eigentliche Zusteller Fahrzeuge und Personal spart und damit dem Incharge Unternehmen das Geld geben könnte?",um Umweltprojekte im Inn- und Ausland mitzufinanzieren;um Bildungsangebote für prekär Beschäftigte zu unterstützen,,um Umweltprojekte im Inn- und Ausland mitzufinanzieren;um Bildungsangebote für präker Beschäftigte zu unterstützen,"nein, weil meine Pakete nie so viel wiegen",,"ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin","Ein weiterer sinnvoller Aspekt hier ist, dass man sich den Abholzeitpunkt aussuchen kann. Hier können außerdem dann auch mehrere Pakete gleichzeitig abgeholt werden. ","ich erwarte nichts, ich mache es ausschließlich für die Umwelt",länger als eine Woche,"Das gilt nur, falls ich mir das pro Bestellung/Paket aussuchen darf, ob der auch bis zu einer gewissen Wartezeit einbehalten werden darf, da man durchaus schon dringende Pakete haben kann.",5,4,3,1,1,"Längere Wartezeit für nicht dringende Pakete in Kauf nehmen, ist für mich die einfachste Art für alle, der Umwelt zu helfen.",außerordentlich gut,männlich,26-35,Vollzeit,03-Apr,45,städtisch,Facebook;Linkedin;andere Social Media
2021/06/03 7:13:14 pm EET,ja,keine weitere Gebühr,,um die Preise für die Paketauslieferung zu senken,,um die Preise für die Paketauslieferung zu senken,"nein, ich berücksichtige das Gewicht bei der Bestellung",,"ja, wenn ich unter Zeitdruck bin",,ich erwarte einen Preisnachlass für die verspäteten Lieferungen,max. einen Tag,,2,5,5,4,5,,brauche ich nicht,männlich,66+,,01-Feb,44,städtisch,Facebook;andere Social Media
2021/06/03 7:19:43 pm EET,ja,"1,01 - 1,50 Euro",,,,um Umweltprojekte im Inn- und Ausland mitzufinanzieren,"ja, aber diese Zustellungsart steckt noch in den Anfängen",,"ja, wenn das Paket zu schwer ist",,,,,1,3,4,2,5,,ganz nett,weiblich,36-45,Teilzeit,01-Feb,45,städtisch,Facebook;Instagram;andere Social Media
2021/06/03 7:33:07 pm EET,ja,"mehr als 2,00 Euro",,um Bildungsangebote für prekär Beschäftigte zu unterstützen,,,"ja, deshalb müssen auch schwere Pakete befördert werden können.",,"ja, wenn das Paket zu schwer ist",,ich erwarte einen Preisnachlass zu Gunsten von Umweltprojekten,bis zu zwei Tagen,,1,5,4,2,2,,gut,männlich,36-45,Vollzeit,4+,44,städtisch,Facebook;Instagram
2021/06/03 7:34:47 pm EET,außerordentlich,"1,51 - 2,00 Euro","ich wäre bereit 2 Euro mehr zu zahlen, wenn der Ressourcenverbrauch und Verkehrsaufkommen ""der letzten Meile"" dadurch tatsächlich geringer ausfällt (dafür müsste ich wissen, wie zB incharge tatsächlich vorgeht bzw von wo sie Pakete einsammeln)-kein greenwashing, Schönrechnen oder so...",,Diese Option würde ich NICHT wählen. ,,,Diese Option würde ich NICHT wählen. ,"nein, ich werde beim Abholen auf den PKW verzichten","Konsumenten sollten viel mehr darauf aufmerksam gemacht werden, wie viel die ""letzte Meile"" beim CO2 Fussabdruck eines Produktes oder Lebensmittels ausmacht.",,bis zu einer Woche,"Ich würde gerne individuell vor der Auslieferung gefragt werden. Bei manchen Paketen ist es schlecht, wenn sie liegen bleiben, bei Vielen wäre es mir egal. Ca. 4x im Jahr also ggf. eine extra Tour leider in meine Ecke, ansonsten könnte ich darauf verzichten. Länger als eine Woche könnte wegen der Widerrufsfrist bei mangelhafter Ware oder Schadensnahme bei der Lieferung ein Problem werden.",2,5,5,2,1,Es ist umweltfreundlicher als es momentan üblich ist und immer noch recht komfortabel und sicher.,ganz nett,weiblich,36-45,Teilzeit,01-Feb,33,städtisch,keine Social Media Nutzung
2021/06/03 7:40:47 pm EET,außerordentlich,"1,01 - 1,50 Euro",,um die Preise für die Paketauslieferung zu senken;um Umweltprojekte im Inn- und Ausland mitzufinanzieren;um Bildungsangebote für prekär Beschäftigte zu unterstützen,,um die Preise für die Paketauslieferung zu senken,"ja, aber diese Zustellungsart steckt noch in den Anfängen",,"ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin",,ich erwarte einen Preisnachlass zu Gunsten von Umweltprojekten,bis zu einer Woche,,2,1,4,2,1,Co2 einsparen.pakete erst mal sammeln,außerordentlich gut,weiblich,36-45,Vollzeit,03-Apr,45,städtisch,Facebook;Instagram;andere Social Media
2021/06/03 7:53:57 pm EET,ja,,,,,,,,,,"ich erwarte nichts, ich mache es ausschließlich für die Umwelt",bis zu zwei Tagen;bis zu drei Tagen,,2,,,3,1,"Vorallem da Arbeitsplätze erhalten bleiben und nicht durch Roboter ersetzt werden,-wobei es schon entscheidend für mich sein könnte wie dringlich meine Bestellung ist. Ich würde es mir aber angewöhnwn vorausschauende zu planen um diese Möglichkeit zu nutzen. ",außerordentlich gut,weiblich,26-35,Teilzeit,03-Apr,45,städtisch,Facebook
2021/06/03 8:02:41 pm EET,ja,keine weitere Gebühr,,,,,,,,,,,,1,2,5,2,5,Am effektivste da ich beruflich nicht lange auf Pakete warten kann ,außerordentlich gut,weiblich,36-45,Teilzeit,03-Apr,45,städtisch,Facebook;Instagram;andere Social Media
2021/06/03 8:02:46 pm EET,ja,"mehr als 2,00 Euro",,um Umweltprojekte im Inn- und Ausland mitzufinanzieren,,um Umweltprojekte im Inn- und Ausland mitzufinanzieren,"ja, deshalb müssen auch schwere Pakete befördert werden können.",,"ja, wenn das Paket zu schwer ist",,ich erwarte einen Preisnachlass zu Gunsten von Umweltprojekten,bis zu einer Woche,,1,5,5,1,2,,ganz nett,männlich,56-65,Vollzeit,01-Feb,44,städtisch,andere Social Media
2021/06/03 8:07:16 pm EET,ja,"0,10 - 0,50 Euro",Nein,um die Preise für die Paketauslieferung zu senken,Nein,um die Preise für die Paketauslieferung zu senken,"nein, ich berücksichtige das Gewicht bei der Bestellung",Nein,"ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin",Nein,ich erwarte einen Preisnachlass zu Gunsten von Umweltprojekten,bis zu zwei Tagen,Nein,1,5,4,2,3,Weil man sicher dann kennt,brauche ich nicht,weiblich,46-55,Teilzeit,01-Feb,44,städtisch,Facebook;Instagram
2021/06/03 8:12:05 pm EET,ja,,,,,,,,"ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist",,,,,2,4,5,1,5,Handhabe das mit den Parkstadionen jetzt schon . Ich kann die Pakete abholen wann es am besten bei mir passt. ,gut,weiblich,46-55,Vollzeit,03-Apr,40,städtisch,Facebook;Twitter
2021/06/03 8:13:03 pm EET,ja,"0,51 - 1,00 Euro",,um Umweltprojekte im Inn- und Ausland mitzufinanzieren,,um Umweltprojekte im Inn- und Ausland mitzufinanzieren,"nein, weil meine Pakete nie so viel wiegen",,"ja, wenn das Paket zu schwer ist",,"ich erwarte nichts, ich mache es ausschließlich für die Umwelt",bis zu drei Tagen,,1,3,3,1,1,,außerordentlich gut,männlich,36-45,Vollzeit,03-Apr,42,städtisch,keine Social Media Nutzung
2021/06/03 8:14:24 pm EET,außerordentlich,"1,01 - 1,50 Euro",,um Umweltprojekte im Inn- und Ausland mitzufinanzieren,,um Umweltprojekte im Inn- und Ausland mitzufinanzieren,"nein, ich berücksichtige das Gewicht bei der Bestellung",,"nein, ich werde beim Abholen auf den PKW verzichten",,"ich erwarte nichts, ich mache es ausschließlich für die Umwelt",bis zu drei Tagen,,5,2,3,1,2,"Bisher gute Erfahrung
",außerordentlich gut,männlich,66+,Teilzeit,01-Feb,40,städtisch,Facebook;Twitter;Instagram
2021/06/03 8:16:53 pm EET,ja,keine weitere Gebühr,,um die Preise für die Paketauslieferung zu senken;um Umweltprojekte im Inn- und Ausland mitzufinanzieren;um Bildungsangebote für prekär Beschäftigte zu unterstützen,,um die Preise für die Paketauslieferung zu senken;um Umweltprojekte im Inn- und Ausland mitzufinanzieren;um Bildungsangebote für präker Beschäftigte zu unterstützen,"ja, aber diese Zustellungsart steckt noch in den Anfängen",,"ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin",,ich erwarte einen Preisnachlass für die verspäteten Lieferungen,max. einen Tag,,5,2,1,4,3,,ganz nett,männlich,26-35,Vollzeit,03-Apr,45,städtisch,keine Social Media Nutzung
2021/06/03 8:17:16 pm EET,ja,"0,51 - 1,00 Euro",,,,,,,,,,,,1,3,4,5,2,Am praktikabelsten und für mich als Kunden am komfortabelsten ,brauche ich nicht,männlich,46-55,Vollzeit,03-Apr,44,städtisch,Facebook;Instagram
2021/06/03 8:17:38 pm EET,außerordentlich,"1,51 - 2,00 Euro",,,,,,,,,,,,1,5,4,2,3,,außerordentlich gut,weiblich,36-45,Vollzeit,03-Apr,99,städtisch,andere Social Media
2021/06/03 8:17:59 pm EET,nicht immer,keine weitere Gebühr,"Die Lieferung von Gütern sollte dort geschehen, wo eine mangelhafte Infrastruktur an Läden besteht. D.h. der Konsument muß erhebliche Mühen auf sich nehmen um die Güter zu bekommen. In Städten ist ein Lieferdienst nicht notwendig.",,"Wo sind Einsparungen? jedes Paket hat eine maximale Größe und pro (abgebildeten) Roboter kann lediglich 1 Paket geliefert werden, ergo 10 Pakete = 10 Roboter= Mehr Kapitaleinsatz.",,,"Genau, wie beim Roboter, muß ich zugegen sein um das Paket anzunehmen.",,"Ich bestelle keine Pakete, jetzt in der Pandemie, habe ich zweimal ein Paket erhalten und beide Male über die nicht erfolgte Lieferung geärgert.",,,"Wenn die Lieferzeit grundsätzlich länger dauert, ist es unerheblich wie lange es dauert, erst wenn einer mit ""Lieferung am selben Tag"" kommt schaut man sich um.",1,5,5,5,1,"Wenn der Zusteller gut ist, dann möchte ich eine Person haben.",brauche ich nicht,männlich,56-65,Vollzeit,01-Feb,D-20,städtisch,Facebook;andere Social Media
2021/06/03 8:19:50 pm EET,nicht immer,keine weitere Gebühr,,um Umweltprojekte im Inn- und Ausland mitzufinanzieren,,um Bildungsangebote für präker Beschäftigte zu unterstützen,"nein, weil meine Pakete nie so viel wiegen",,"ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin",,ich erwarte einen Preisnachlass für die verspäteten Lieferungen,bis zu einer Woche,,2,1,2,2,1,,gut,weiblich,17-25,Vollzeit,03-Apr,45326,städtisch,Instagram
2021/06/03 8:21:03 pm EET,nicht immer,keine weitere Gebühr,,um die Preise für die Paketauslieferung zu senken,,um Umweltprojekte im Inn- und Ausland mitzufinanzieren,"nein, ich berücksichtige das Gewicht bei der Bestellung",,"ja, wenn das Paket zu schwer ist",,ich erwarte einen Preisnachlass für die verspäteten Lieferungen,bis zu zwei Tagen,,2,3,2,2,3,,brauche ich nicht,männlich,36-45,Vollzeit,01-Feb,45,städtisch,Facebook;Instagram
2021/06/03 8:22:14 pm EET,ja,"0,51 - 1,00 Euro",,,,,,,"ja, bei schlechtem Wetter",,,,,1,4,5,2,3,,gut,weiblich,36-45,Teilzeit,03-Apr,44,städtisch,keine Social Media Nutzung
2021/06/03 8:22:35 pm EET,ja,"0,51 - 1,00 Euro",,um die Preise für die Paketauslieferung zu senken;um Bildungsangebote für prekär Beschäftigte zu unterstützen,,um die Preise für die Paketauslieferung zu senken;um Bildungsangebote für präker Beschäftigte zu unterstützen,"ja, aber diese Zustellungsart steckt noch in den Anfängen",,"ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist",,"ich erwarte nichts, ich mache es ausschließlich für die Umwelt",bis zu zwei Tagen,,4,5,1,2,3,Straßen werden entlastet,brauche ich nicht,männlich,26-35,Vollzeit,03-Apr,45,städtisch,Facebook;Instagram
2021/06/03 8:24:05 pm EET,ja,"0,51 - 1,00 Euro;1,01 - 1,50 Euro","Als Logistikplaner für DHL etc. sehe ich Schwierigkeiten in der Abwicklung innerhalb eines Logistikzentrums, da ein zusätzlicher Schritt für die Abwicklung für das Unternehmen eingeplant werden muss. Das breit gefächerte Netzwerk von Logistikhallen benötigt lange Verkehrswege, um alle Pakete unterschiedlichster Zusender einzusammeln. Einen direkten Weg von Versender zum Empfänger kann nur durch die bisher bekannten Logistikunternehmen gehalten werden. ",,,,"nein, weil meine Pakete nie so viel wiegen",,,,,bis zu einer Woche,,2,4,4,2,2,"Der Kompromiss, dass Menschen Ihr Paket abholen müssen bzw. länger warten müssen ist der logisch einfachste Weg, CO2 einzusparen. Der Weg eines Zustellers klappt aufgrund von Lieferketten und Abwicklungen der Logistikhallen nicht. ",gut,männlich,17-25,Vollzeit,03-Apr,40764,ländlich,Facebook;Instagram;Linkedin
2021/06/03 8:24:14 pm EET,ja,"0,51 - 1,00 Euro",,um Umweltprojekte im Inn- und Ausland mitzufinanzieren,,um Umweltprojekte im Inn- und Ausland mitzufinanzieren,"ja, aber diese Zustellungsart steckt noch in den Anfängen",,"ja, wenn das Paket zu schwer ist",,"ich erwarte nichts, ich mache es ausschließlich für die Umwelt",bis zu drei Tagen,,3,4,3,2,1,"Der Mensch sollte sich wieder daran gewöhnen, dass man nicht alles sofort haben kann.",außerordentlich gut,weiblich,26-35,Teilzeit,03-Apr,47,städtisch,Facebook;Instagram;Linkedin
2021/06/03 8:24:36 pm EET,ja,"1,01 - 1,50 Euro",,,,,,,,,,,,1,3,2,4,5,,gut,männlich,36-45,Vollzeit,03-Apr,44,städtisch,keine Social Media Nutzung
2021/06/03 8:24:58 pm EET,ja,"1,51 - 2,00 Euro",,,,,,,,,,,,1,2,3,2,3,Der Umwelt zuliebe,außerordentlich gut,weiblich,46-55,Teilzeit,01-Feb,46,städtisch,andere Social Media
2021/06/03 8:25:11 pm EET,außerordentlich,"0,51 - 1,00 Euro",,,,,,,,,,,,1,5,4,3,2,Man kann sich auch besser drauf einstellen wann der Fahrer kommt und es so besser einrichten das man evtl selbst vor Ort sein kann ,außerordentlich gut,weiblich,36-45,Teilzeit,03-Apr,58,städtisch,Instagram
2021/06/03 8:25:27 pm EET,ja,"1,01 - 1,50 Euro",,,,,,,,,,,,1,4,5,2,3,"Paketzustellung eigentlich wie gewohnt, jedoch gebündelt.",außerordentlich gut,weiblich,17-25,Teilzeit,03-Apr,44,städtisch,keine Social Media Nutzung
2021/06/03 8:25:44 pm EET,ja,,,,,,,,"nein, ich werde beim Abholen auf den PKW verzichten",,,,,2,4,3,1,5,"Weil ich es bereits nutze, nicht auf einen Zusteller warten muss und so flexibel bin",gut,weiblich,36-45,Vollzeit,01-Feb,45,städtisch,Facebook;Twitter;Instagram;andere Social Media
2021/06/03 8:26:34 pm EET,ja,"0,10 - 0,50 Euro",,,,,,,,,,,,1,3,4,5,2,Weil es die meisten Vorteile für mich hat,außerordentlich gut,weiblich,26-35,Vollzeit,03-Apr,45889,städtisch,
2021/06/03 8:26:47 pm EET,ja,"1,01 - 1,50 Euro",,um Umweltprojekte im Inn- und Ausland mitzufinanzieren,,um Umweltprojekte im Inn- und Ausland mitzufinanzieren,"ja, aber diese Zustellungsart steckt noch in den Anfängen",,"ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin",,"ich erwarte nichts, ich mache es ausschließlich für die Umwelt;ich erwarte einen Preisnachlass für die verspäteten Lieferungen;ich erwarte einen Preisnachlass zu Gunsten von Umweltprojekten",bis zu zwei Tagen,,3,2,1,5,4,,ganz nett,männlich,36-45,Vollzeit,03-Apr,45,städtisch,Twitter;andere Social Media
2021/06/03 8:28:44 pm EET,nicht immer,"0,51 - 1,00 Euro",,,,,"ja, deshalb müssen auch schwere Pakete befördert werden können.",,"ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin",,,,,1,2,2,3,4,Weniger warten auf Pakete ,brauche ich nicht,weiblich,26-35,Teilzeit,03-Apr,48,ländlich,Facebook;Instagram
2021/06/03 8:30:25 pm EET,ja,"1,51 - 2,00 Euro;mehr als 2,00 Euro",,um Bildungsangebote für prekär Beschäftigte zu unterstützen,,um Bildungsangebote für präker Beschäftigte zu unterstützen,"ja, deshalb müssen auch schwere Pakete befördert werden können.",,"ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin",,"ich erwarte nichts, ich mache es ausschließlich für die Umwelt",bis zu drei Tagen,,3,1,2,5,4,,gut,weiblich,26-35,Vollzeit,01-Feb,44,städtisch,Facebook;Instagram;andere Social Media
2021/06/03 8:30:31 pm EET,ja,"1,01 - 1,50 Euro",3,um Umweltprojekte im Inn- und Ausland mitzufinanzieren;um Bildungsangebote für prekär Beschäftigte zu unterstützen,,um Umweltprojekte im Inn- und Ausland mitzufinanzieren;um Bildungsangebote für präker Beschäftigte zu unterstützen,"nein, ich berücksichtige das Gewicht bei der Bestellung",,"ja, wenn das Paket zu schwer ist",,ich erwarte einen Preisnachlass zu Gunsten von Umweltprojekten,bis zu einer Woche,,1,2,3,1,,,gut,weiblich,46-55,Vollzeit,01-Feb,44,städtisch,keine Social Media Nutzung
2021/06/03 8:31:19 pm EET,ja,,,,,,,,,,"ich erwarte nichts, ich mache es ausschließlich für die Umwelt",bis zu drei Tagen,,2,4,5,3,1,Am praktischsten,ganz nett,weiblich,36-45,Teilzeit,01-Feb,47,städtisch,Instagram
2021/06/03 8:34:11 pm EET,ja,"1,01 - 1,50 Euro",,um Umweltprojekte im Inn- und Ausland mitzufinanzieren,"Die Infrastruktur, sowie nützliche Fortbewegungsmittel ausbauen… darunter fallen Ökonomische Fahrzeuge (Wasserstoff, sowie Elektro (sofern aus vernünftigen Quellen (Gezeitenkraftwerke)) ",um Umweltprojekte im Inn- und Ausland mitzufinanzieren,"nein, weil meine Pakete nie so viel wiegen",,"ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin","Wenn ich auf dem Weg nach Hause, an dieser Station vorbeifahren würde",ich erwarte einen Preisnachlass zu Gunsten von Umweltprojekten,bis zu drei Tagen,Sinnvoll das Geld verwenden ,3,1,1,1,2,,gut,männlich,17-25,Teilzeit,03-Apr,45,städtisch,Twitter;Instagram
2021/06/03 8:35:24 pm EET,ja,"1,01 - 1,50 Euro",Kostenlosen Versand/ Rückversand nicht kostenfrei anbieten,um Umweltprojekte im Inn- und Ausland mitzufinanzieren,,um Umweltprojekte im Inn- und Ausland mitzufinanzieren,"nein, ich berücksichtige das Gewicht bei der Bestellung",,"nein, ich werde beim Abholen auf den PKW verzichten",,"ich erwarte nichts, ich mache es ausschließlich für die Umwelt",länger als eine Woche,,4,1,1,3,4,,außerordentlich gut,weiblich,56-65,Teilzeit,01-Feb,45,städtisch,Facebook;Instagram
2021/06/03 8:38:00 pm EET,ja,"0,10 - 0,50 Euro",,,,,,,,,,,,1,3,3,3,2,Halte es für eine effektive Lösung auch in Bezug mit Arbeitsplätzen die nicht wegrationalisiert werden. ,brauche ich nicht,weiblich,46-55,Vollzeit,01-Feb,59,städtisch,Instagram;andere Social Media
2021/06/03 8:39:23 pm EET,ja,keine weitere Gebühr,"Sind E-Fahrzeuge wirklich emmissionsärmer? Batterienherstellung ==> Wasserverbrauch, seltene Erden, Entsorgungsprobleme und: Sicher höhere Kosten des Stromes, sobald viele Fahrzeuge im Einsatz sind, quasi als Gewinnersatz für entfallende den Benzin- / Diesel- / Erdölgewinne, Umweltbeeinträchtigungen durch Windräder, etc. Alle an- und entfallenden Kosten sund wohl kaum gegeneinander aufzurechnen.",um Umweltprojekte im Inn- und Ausland mitzufinanzieren,,,"ja, aber diese Zustellungsart steckt noch in den Anfängen","Wie soll das in der Praxis aussehen, wenn jedes einzelne Paket durch Drohnen, welche auch Emmissionen verursachen (Fluggeräusche, etc.) durch die Gegend geflogen werden. Bis zur Haustür bei einem Mehrfamilien-(hoch-)haus?","ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin",,"ich erwarte nichts, ich mache es ausschließlich für die Umwelt",bis zu einer Woche,,1,4,4,2,1,Erhaltung des Arbeitsplatzes plus Emmissionsreduzierung.,brauche ich nicht,männlich,56-65,Vollzeit,01-Feb,44809,städtisch,keine Social Media Nutzung
2021/06/03 8:39:29 pm EET,ja,"1,51 - 2,00 Euro",,,,,,,"nein, ich werde beim Abholen auf den PKW verzichten",,"ich erwarte nichts, ich mache es ausschließlich für die Umwelt",bis zu drei Tagen,,,,,2,1,für mich mit wenig Aufwand...etwas beizutragen. ,gut,weiblich,46-55,Vollzeit,01-Feb,45,städtisch,Instagram
2021/06/03 8:40:17 pm EET,ja,keine weitere Gebühr,,,,,"nein, weil meine Pakete nie so viel wiegen",,"ja, bei schlechtem Wetter;ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin",,,,,4,4,4,4,4,,brauche ich nicht,männlich,26-35,Vollzeit,4+,,ländlich,Facebook;Twitter;Instagram;Linkedin;andere Social Media
2021/06/03 8:41:10 pm EET,nicht immer,,"Diese Lösung finde ich sehr bedenklich im Bezug, auf die freie Marktwirtschaft und die freie Wahl des Kunden einen Dienstleister zu wählen.",,"Sehr bedenklich, da die Technik noch lang nicht ausgereift ist. Hier muss auch die Umweltbelastung bei der Herstellung der Roboter bzw. der Akkus berücksichtigt werden.",um Bildungsangebote für präker Beschäftigte zu unterstützen,"ja, deshalb müssen auch schwere Pakete befördert werden können.","Siehe auch Antwort Roboter, zusätzlich sehe ich die Gefährdung von Personen bei Drohnen doch deutlich erhöht.","ja, wenn ich unter Zeitdruck bin","Eine sehr sinnvolle Art der Paketzustellung, jeder kann wenn er gerade in der Nähe der Station ist seine Pakete abholen(keine zusätzlichen Wege) . Zudem können mehrfache Zustellversuch verhindert werden, da die Leute selbst für die Abholung verantwortlich sind.",,bis zu drei Tagen,"Für die logischste und am schnellsten umsetzbare Lösung. Pakete sammeln und zb wöchentlich die Privathaushalte anfahren und dann auch zu Uhrzeiten, an denen die Leute zuhause anwesend sind.",3,5,4,2,1,,ganz nett,männlich,26-35,Vollzeit,01-Feb,44,städtisch,Facebook;Instagram
2021/06/03 8:41:49 pm EET,nein,,,,,um die Preise für die Paketauslieferung zu senken,"ja, deshalb müssen auch schwere Pakete befördert werden können.",,,,,,,,,,,,,,,,,,,,
2021/06/03 8:42:34 pm EET,nicht immer,,,,,,,,,,,,,,,,,,,,weiblich,66+,Vollzeit,01-Feb,39,städtisch,Facebook;Instagram
2021/06/03 8:42:57 pm EET,außerordentlich,"0,51 - 1,00 Euro",,um Umweltprojekte im Inn- und Ausland mitzufinanzieren,,um Umweltprojekte im Inn- und Ausland mitzufinanzieren,"ja, aber diese Zustellungsart steckt noch in den Anfängen",,"ja, wenn das Paket zu schwer ist",,"ich erwarte nichts, ich mache es ausschließlich für die Umwelt",bis zu drei Tagen,,1,4,3,5,2,"Weil es ohnehin sinnvoll finde, wenn es nur einen Zusteller bräuchte. Dass ich dafür eine weitere Firma brauche, ist mir allerdings schleierhaft.  Einfach alles auf ein Unternehmen reduzieren ",ganz nett,männlich,26-35,Vollzeit,03-Apr,74,ländlich,Twitter
2021/06/03 8:43:47 pm EET,ja,,,,,,,,"ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin",,,,,2,3,,1,4,Man ist nicht vol anderen abhängig ,brauche ich nicht,männlich,36-45,Vollzeit,01-Feb,44,städtisch,keine Social Media Nutzung
2021/06/03 8:43:47 pm EET,ja,,,,,,,,"ja, wenn das Paket zu schwer ist",,,,,2,3,5,1,4,,brauche ich nicht,weiblich,46-55,Vollzeit,03-Apr,40,städtisch,Facebook;Instagram;Linkedin
2021/06/03 8:44:07 pm EET,nicht immer,keine weitere Gebühr,,um die Preise für die Paketauslieferung zu senken,,um die Preise für die Paketauslieferung zu senken,"nein, weil meine Pakete nie so viel wiegen",,"ja, wenn das Paket zu schwer ist",,"ich erwarte nichts, ich mache es ausschließlich für die Umwelt",bis zu zwei Tagen,,2,3,4,1,5,Nutze bereits Packstation,gut,männlich,26-35,Vollzeit,01-Feb,45,städtisch,Instagram
2021/06/03 8:44:13 pm EET,ja,"1,51 - 2,00 Euro",,um Umweltprojekte im Inn- und Ausland mitzufinanzieren,,um die Preise für die Paketauslieferung zu senken,"nein, ich berücksichtige das Gewicht bei der Bestellung",,"ja, wenn das Paket zu schwer ist",,"ich erwarte nichts, ich mache es ausschließlich für die Umwelt",bis zu drei Tagen,,1,2,2,2,3,Ist die einfachste Variante ,brauche ich nicht,weiblich,46-55,Vollzeit,01-Feb,45145,städtisch,Instagram;andere Social Media
2021/06/03 8:44:30 pm EET,ja,"0,10 - 0,50 Euro",,um Bildungsangebote für prekär Beschäftigte zu unterstützen,,um Umweltprojekte im Inn- und Ausland mitzufinanzieren,"ja, aber diese Zustellungsart steckt noch in den Anfängen",,"nein, ich werde beim Abholen auf den PKW verzichten",,"ich erwarte nichts, ich mache es ausschließlich für die Umwelt",bis zu zwei Tagen,,1,2,2,2,2,Persönlicher Kontakt,gut,männlich,56-65,Vollzeit,01-Feb,40,städtisch,Facebook;Linkedin
2021/06/03 8:44:38 pm EET,ja,"0,51 - 1,00 Euro",,,,,,,,,,,,1,5,4,2,3,Sehr praktisch insbesondere für Berufstätige ,ganz nett,weiblich,56-65,Vollzeit,03-Apr,45,städtisch,keine Social Media Nutzung
2021/06/03 8:45:01 pm EET,ja,"0,10 - 0,50 Euro",,,,um die Preise für die Paketauslieferung zu senken,"nein, weil meine Pakete nie so viel wiegen",,"ja, wenn das Paket zu schwer ist",,ich erwarte einen Preisnachlass für die verspäteten Lieferungen,max. einen Tag,,1,5,3,2,4,,brauche ich nicht,männlich,46-55,Vollzeit,01-Feb,44,städtisch,keine Social Media Nutzung
2021/06/03 8:45:07 pm EET,nicht immer,keine weitere Gebühr,,um Bildungsangebote für prekär Beschäftigte zu unterstützen,,um Bildungsangebote für präker Beschäftigte zu unterstützen,"nein, weil meine Pakete nie so viel wiegen",,"ja, bei schlechtem Wetter",,ich erwarte einen Preisnachlass für die verspäteten Lieferungen,bis zu zwei Tagen,,1,5,5,3,5,,brauche ich nicht,männlich,66+,Vollzeit,01-Feb,59,städtisch,Facebook;Instagram
2021/06/03 8:45:31 pm EET,ja,"0,51 - 1,00 Euro",,,,,,,,,,,,1,5,4,3,2,Möglichst wenig Umstellung,außerordentlich gut,weiblich,36-45,Teilzeit,03-Apr,45,städtisch,Facebook
2021/06/03 8:45:34 pm EET,ja,"1,01 - 1,50 Euro;1,51 - 2,00 Euro;mehr als 2,00 Euro",,um Umweltprojekte im Inn- und Ausland mitzufinanzieren;um Bildungsangebote für prekär Beschäftigte zu unterstützen,,um Umweltprojekte im Inn- und Ausland mitzufinanzieren,"nein, weil meine Pakete nie so viel wiegen",,"ja, wenn das Paket zu schwer ist;ja, wenn ich unter Zeitdruck bin",,ich erwarte einen Preisnachlass zu Gunsten von Umweltprojekten,bis zu zwei Tagen;bis zu drei Tagen,,1,3,3,2,2,,außerordentlich gut,weiblich,26-35,Vollzeit,01-Feb,40,städtisch,Facebook;Twitter;Instagram;Linkedin
